    Finished `release` profile [optimized] target(s) in 0.03s
     Running `target\release\semiotic-emergence.exe 42 10000`
gen 1730 | avg    33.6 | max    87.0 | signals 1221 | icon -0.027 | MI 0.065 | jsd 0.223/0.279 | sym [0.000,0.294,0.139] | sil -0.293
gen 1740 | avg    22.4 | max    62.0 | signals 837 | icon -0.047 | MI 0.062 | jsd 0.186/0.238 | sym [0.252,0.241,0.068] | sil -0.402
gen 1750 | avg    22.0 | max    49.0 | signals 836 | icon -0.037 | MI 0.130 | jsd 0.122/0.361 | sym [0.000,0.258,0.045] | sil -0.288
gen 1760 | avg    19.9 | max    51.0 | signals 784 | icon -0.024 | MI 0.077 | jsd 0.137/0.347 | sym [0.000,0.244,0.065] | sil -0.367
gen 1770 | avg    36.0 | max    75.0 | signals 1490 | icon -0.030 | MI 0.028 | jsd 0.140/0.440 | sym [0.000,0.288,0.046] | sil -0.271
gen 1780 | avg    18.4 | max    61.0 | signals 714 | icon -0.032 | MI 0.025 | jsd 0.227/0.405 | sym [0.000,0.276,0.158] | sil -0.020
gen 1790 | avg    19.9 | max    62.0 | signals 766 | icon -0.039 | MI 0.015 | jsd 0.220/0.457 | sym [0.000,0.311,0.153] | sil -0.510
gen 1800 | avg    22.1 | max    57.0 | signals 720 | icon -0.025 | MI 0.016 | jsd 0.156/0.252 | sym [0.000,0.164,0.079] | sil -0.455
gen 1810 | avg    22.3 | max    66.0 | signals 820 | icon -0.061 | MI 0.016 | jsd 0.085/0.218 | sym [0.000,0.099,0.057] | sil -0.417
gen 1820 | avg    17.7 | max    41.0 | signals 699 | icon -0.054 | MI 0.016 | jsd 0.112/0.347 | sym [0.000,0.188,0.063] | sil -0.074
gen 1830 | avg    20.7 | max    71.0 | signals 823 | icon -0.029 | MI 0.003 | jsd 0.152/0.408 | sym [0.000,0.202,0.070] | sil -0.344
gen 1840 | avg    22.1 | max    63.0 | signals 843 | icon -0.013 | MI 0.003 | jsd 0.228/0.379 | sym [0.000,0.226,0.187] | sil -0.335
gen 1850 | avg    17.4 | max    38.0 | signals 696 | icon -0.029 | MI 0.003 | jsd 0.151/0.073 | sym [0.000,0.123,0.029] | sil -0.421
gen 1860 | avg    19.4 | max    51.0 | signals 731 | icon -0.031 | MI 0.005 | jsd 0.160/0.146 | sym [0.000,0.089,0.078] | sil -0.407
gen 1870 | avg    19.5 | max    56.0 | signals 738 | icon -0.072 | MI 0.006 | jsd 0.264/0.071 | sym [0.000,0.130,0.080] | sil -0.537
gen 1880 | avg    17.3 | max    39.0 | signals 699 | icon -0.016 | MI 0.004 | jsd 0.128/0.071 | sym [0.000,0.177,0.002] | sil -0.166
gen 1890 | avg    16.6 | max    40.0 | signals 709 | icon -0.034 | MI 0.015 | jsd 0.061/0.056 | sym [0.000,0.063,0.013] | sil -0.566
gen 1900 | avg    23.0 | max    64.0 | signals 912 | icon -0.038 | MI 0.021 | jsd 0.111/0.337 | sym [0.000,0.214,0.048] | sil -0.368
gen 1910 | avg    19.8 | max    60.0 | signals 761 | icon -0.045 | MI 0.011 | jsd 0.148/0.142 | sym [0.000,0.131,0.041] | sil -0.207
gen 1920 | avg    27.7 | max    76.0 | signals 1028 | icon -0.046 | MI 0.021 | jsd 0.079/0.117 | sym [0.000,0.096,0.018] | sil -0.426
gen 1930 | avg    17.3 | max    41.0 | signals 709 | icon -0.034 | MI 0.027 | jsd 0.207/0.143 | sym [0.062,0.228,0.022] | sil 0.026
gen 1940 | avg    28.4 | max    71.0 | signals 1175 | icon -0.031 | MI 0.024 | jsd 0.090/0.195 | sym [0.080,0.137,0.045] | sil -0.278
gen 1950 | avg    25.4 | max    60.0 | signals 1129 | icon -0.034 | MI 0.015 | jsd 0.117/0.106 | sym [0.201,0.062,0.011] | sil -0.357
gen 1960 | avg    27.7 | max    61.0 | signals 1228 | icon -0.037 | MI 0.004 | jsd 0.084/0.075 | sym [0.000,0.034,0.042] | sil -0.465
gen 1970 | avg    16.9 | max    49.0 | signals 703 | icon -0.038 | MI 0.001 | jsd 0.067/0.097 | sym [0.000,0.044,0.043] | sil -0.523
gen 1980 | avg    20.3 | max    56.0 | signals 844 | icon -0.040 | MI 0.006 | jsd 0.049/0.090 | sym [0.000,0.062,0.018] | sil -0.315
gen 1990 | avg    26.5 | max    84.0 | signals 1092 | icon -0.019 | MI 0.000 | jsd 0.100/0.039 | sym [0.000,0.075,0.000] | sil -0.433
gen 2000 | avg    26.6 | max    66.0 | signals 1168 | icon -0.021 | MI 0.000 | jsd 0.157/0.038 | sym [0.000,0.091,0.000] | sil -0.445
gen 2010 | avg    21.0 | max    66.0 | signals 919 | icon -0.018 | MI 0.001 | jsd 0.097/0.076 | sym [0.053,0.097,0.000] | sil -0.399
gen 2020 | avg    21.5 | max    64.0 | signals 820 | icon -0.041 | MI 0.000 | jsd 0.207/0.039 | sym [0.000,0.136,0.000] | sil -0.453
gen 2030 | avg    23.0 | max    54.0 | signals 806 | icon -0.031 | MI 0.009 | jsd 0.057/0.174 | sym [0.078,0.045,0.001] | sil -0.326
gen 2040 | avg    19.9 | max    49.0 | signals 743 | icon -0.031 | MI 0.003 | jsd 0.038/0.043 | sym [0.045,0.035,0.007] | sil -0.414
gen 2050 | avg    19.2 | max    57.0 | signals 703 | icon -0.041 | MI 0.006 | jsd 0.019/0.089 | sym [0.045,0.021,0.003] | sil -0.347
gen 2060 | avg    23.0 | max    60.0 | signals 836 | icon -0.023 | MI 0.019 | jsd 0.024/0.035 | sym [0.045,0.029,0.007] | sil -0.237
gen 2070 | avg    18.3 | max    41.0 | signals 758 | icon -0.054 | MI 0.006 | jsd 0.057/0.091 | sym [0.030,0.105,0.013] | sil -0.489
gen 2080 | avg    24.0 | max    68.0 | signals 943 | icon -0.022 | MI 0.019 | jsd 0.042/0.148 | sym [0.022,0.101,0.015] | sil -0.445
gen 2090 | avg    17.6 | max    57.0 | signals 627 | icon -0.045 | MI 0.004 | jsd 0.088/0.109 | sym [0.015,0.182,0.046] | sil -0.328
gen 2100 | avg    22.4 | max    59.0 | signals 905 | icon -0.024 | MI 0.019 | jsd 0.143/0.094 | sym [0.000,0.208,0.063] | sil -0.440
gen 2110 | avg    22.9 | max    66.0 | signals 927 | icon -0.042 | MI 0.005 | jsd 0.198/0.051 | sym [0.000,0.116,0.034] | sil -0.305
gen 2120 | avg    26.7 | max    74.0 | signals 1162 | icon -0.022 | MI 0.047 | jsd 0.079/0.111 | sym [0.000,0.100,0.022] | sil -0.459
gen 2130 | avg    17.2 | max    62.0 | signals 715 | icon -0.035 | MI 0.015 | jsd 0.071/0.082 | sym [0.000,0.091,0.015] | sil -0.455
gen 2140 | avg    26.3 | max    75.0 | signals 1014 | icon -0.025 | MI 0.032 | jsd 0.180/0.075 | sym [0.000,0.198,0.045] | sil -0.497
gen 2150 | avg    20.2 | max    45.0 | signals 739 | icon -0.030 | MI 0.010 | jsd 0.067/0.133 | sym [0.000,0.062,0.107] | sil -0.244
gen 2160 | avg    19.9 | max    53.0 | signals 822 | icon -0.054 | MI 0.127 | jsd 0.245/0.103 | sym [0.000,0.303,0.147] | sil -0.422
gen 2170 | avg    31.9 | max   104.0 | signals 1211 | icon -0.056 | MI 0.034 | jsd 0.137/0.135 | sym [0.000,0.162,0.041] | sil -0.442
gen 2180 | avg    20.9 | max    55.0 | signals 784 | icon -0.046 | MI 0.035 | jsd 0.120/0.248 | sym [0.000,0.156,0.085] | sil -0.420
gen 2190 | avg    21.4 | max    64.0 | signals 858 | icon -0.054 | MI 0.004 | jsd 0.251/0.311 | sym [0.000,0.300,0.232] | sil -0.445
gen 2200 | avg    35.4 | max    98.0 | signals 1451 | icon -0.023 | MI 0.029 | jsd 0.311/0.186 | sym [0.000,0.353,0.144] | sil -0.452
gen 2210 | avg    22.1 | max    72.0 | signals 861 | icon -0.036 | MI 0.040 | jsd 0.204/0.335 | sym [0.000,0.477,0.056] | sil -0.109
gen 2220 | avg    30.1 | max    71.0 | signals 1257 | icon -0.045 | MI 0.027 | jsd 0.298/0.114 | sym [0.000,0.186,0.109] | sil -0.325
gen 2230 | avg    21.9 | max    64.0 | signals 792 | icon -0.030 | MI 0.026 | jsd 0.285/0.153 | sym [0.000,0.321,0.138] | sil -0.384
gen 2240 | avg    20.2 | max    49.0 | signals 718 | icon -0.049 | MI 0.063 | jsd 0.037/0.087 | sym [0.025,0.026,0.029] | sil -0.447
gen 2250 | avg    25.8 | max    69.0 | signals 969 | icon -0.039 | MI 0.073 | jsd 0.075/0.155 | sym [0.026,0.034,0.048] | sil -0.363
gen 2260 | avg    18.5 | max    55.0 | signals 676 | icon -0.033 | MI 0.079 | jsd 0.076/0.104 | sym [0.031,0.149,0.012] | sil -0.457
gen 2270 | avg    21.4 | max    52.0 | signals 827 | icon -0.051 | MI 0.067 | jsd 0.105/0.111 | sym [0.003,0.131,0.020] | sil -0.419
gen 2280 | avg    21.0 | max    60.0 | signals 769 | icon -0.042 | MI 0.034 | jsd 0.089/0.234 | sym [0.075,0.157,0.015] | sil -0.433
gen 2290 | avg    35.4 | max    98.0 | signals 1468 | icon -0.014 | MI 0.040 | jsd 0.112/0.112 | sym [0.035,0.183,0.021] | sil -0.340
gen 2300 | avg    23.0 | max    66.0 | signals 944 | icon -0.035 | MI 0.061 | jsd 0.145/0.030 | sym [0.096,0.215,0.025] | sil -0.497
gen 2310 | avg    16.7 | max    40.0 | signals 670 | icon -0.049 | MI 0.093 | jsd 0.142/0.023 | sym [0.000,0.161,0.018] | sil -0.342
gen 2320 | avg    20.7 | max    51.0 | signals 762 | icon -0.026 | MI 0.123 | jsd 0.094/0.003 | sym [0.000,0.142,0.011] | sil -0.302
gen 2330 | avg    18.9 | max    59.0 | signals 785 | icon -0.034 | MI 0.091 | jsd 0.159/0.000 | sym [0.000,0.146,0.045] | sil -0.495
gen 2340 | avg    17.1 | max    46.0 | signals 690 | icon -0.037 | MI 0.149 | jsd 0.121/0.008 | sym [0.000,0.174,0.043] | sil -0.152
gen 2350 | avg    28.5 | max    94.0 | signals 1057 | icon -0.036 | MI 0.052 | jsd 0.066/0.075 | sym [0.000,0.080,0.049] | sil -0.413
gen 2360 | avg    36.3 | max   116.0 | signals 1381 | icon -0.037 | MI 0.050 | jsd 0.090/0.024 | sym [0.000,0.123,0.025] | sil -0.401
gen 2370 | avg    21.5 | max    60.0 | signals 831 | icon -0.049 | MI 0.072 | jsd 0.017/0.013 | sym [0.000,0.024,0.018] | sil -0.415
gen 2380 | avg    19.9 | max    50.0 | signals 764 | icon -0.060 | MI 0.073 | jsd 0.042/0.034 | sym [0.000,0.076,0.018] | sil -0.377
gen 2390 | avg    20.1 | max    48.0 | signals 742 | icon -0.089 | MI 0.105 | jsd 0.017/0.051 | sym [0.000,0.017,0.036] | sil -0.323
gen 2400 | avg    26.9 | max    72.0 | signals 1050 | icon -0.037 | MI 0.124 | jsd 0.043/0.032 | sym [0.000,0.054,0.045] | sil -0.460
gen 2410 | avg    20.1 | max    62.0 | signals 796 | icon -0.040 | MI 0.213 | jsd 0.133/0.008 | sym [0.000,0.185,0.061] | sil -0.518
gen 2420 | avg    18.2 | max    42.0 | signals 745 | icon -0.058 | MI 0.109 | jsd 0.158/0.014 | sym [0.000,0.130,0.077] | sil -0.366
gen 2430 | avg    17.9 | max    50.0 | signals 735 | icon -0.035 | MI 0.106 | jsd 0.149/0.080 | sym [0.000,0.182,0.114] | sil -0.369
gen 2440 | avg    21.9 | max    63.0 | signals 919 | icon -0.026 | MI 0.122 | jsd 0.245/0.044 | sym [0.000,0.210,0.148] | sil -0.514
gen 2450 | avg    17.4 | max    41.0 | signals 734 | icon -0.067 | MI 0.065 | jsd 0.141/0.077 | sym [0.000,0.204,0.105] | sil -0.513
gen 2460 | avg    19.4 | max    67.0 | signals 802 | icon -0.022 | MI 0.038 | jsd 0.063/0.123 | sym [0.000,0.059,0.110] | sil -0.415
gen 2470 | avg    17.2 | max    39.0 | signals 718 | icon -0.040 | MI 0.046 | jsd 0.134/0.060 | sym [0.000,0.135,0.095] | sil -0.432
gen 2480 | avg    19.1 | max    53.0 | signals 745 | icon -0.050 | MI 0.052 | jsd 0.072/0.071 | sym [0.000,0.097,0.089] | sil -0.143
gen 2490 | avg    20.0 | max    52.0 | signals 758 | icon -0.056 | MI 0.014 | jsd 0.119/0.121 | sym [0.000,0.206,0.087] | sil -0.470
gen 2500 | avg    20.9 | max    65.0 | signals 765 | icon -0.044 | MI 0.020 | jsd 0.138/0.085 | sym [0.000,0.095,0.094] | sil -0.445
gen 2510 | avg    24.3 | max    58.0 | signals 854 | icon -0.058 | MI 0.030 | jsd 0.082/0.059 | sym [0.000,0.129,0.082] | sil -0.426
gen 2520 | avg    19.1 | max    64.0 | signals 716 | icon -0.031 | MI 0.028 | jsd 0.056/0.045 | sym [0.000,0.057,0.067] | sil -0.446
gen 2530 | avg    24.5 | max   100.0 | signals 916 | icon -0.046 | MI 0.049 | jsd 0.141/0.092 | sym [0.000,0.220,0.095] | sil -0.407
gen 2540 | avg    22.8 | max    56.0 | signals 892 | icon -0.037 | MI 0.022 | jsd 0.110/0.162 | sym [0.000,0.258,0.124] | sil -0.451
gen 2550 | avg    23.3 | max    52.0 | signals 989 | icon -0.028 | MI 0.006 | jsd 0.098/0.192 | sym [0.000,0.000,0.243] | sil -0.241
gen 2560 | avg    18.4 | max    44.0 | signals 761 | icon -0.051 | MI 0.044 | jsd 0.136/0.058 | sym [0.000,0.179,0.155] | sil -0.333
gen 2570 | avg    18.5 | max    55.0 | signals 748 | icon -0.045 | MI 0.021 | jsd 0.115/0.094 | sym [0.000,0.102,0.198] | sil -0.398
gen 2580 | avg    17.8 | max    43.0 | signals 722 | icon -0.050 | MI 0.056 | jsd 0.192/0.063 | sym [0.000,0.205,0.199] | sil -0.447
gen 2590 | avg    30.3 | max    67.0 | signals 1304 | icon -0.028 | MI 0.065 | jsd 0.119/0.002 | sym [0.000,0.188,0.147] | sil -0.375
gen 2600 | avg    28.1 | max    69.0 | signals 1231 | icon -0.037 | MI 0.068 | jsd 0.133/0.051 | sym [0.000,0.124,0.119] | sil -0.203
gen 2610 | avg    17.8 | max    71.0 | signals 723 | icon -0.039 | MI 0.025 | jsd 0.131/0.044 | sym [0.000,0.130,0.115] | sil -0.529
gen 2620 | avg    18.8 | max    55.0 | signals 760 | icon -0.057 | MI 0.021 | jsd 0.114/0.116 | sym [0.000,0.090,0.129] | sil -0.141
gen 2630 | avg    25.3 | max    61.0 | signals 944 | icon -0.043 | MI 0.014 | jsd 0.090/0.029 | sym [0.000,0.059,0.114] | sil -0.415
gen 2640 | avg    32.0 | max    78.0 | signals 1405 | icon -0.031 | MI 0.004 | jsd 0.420/0.164 | sym [0.000,0.427,0.211] | sil -0.319
gen 2650 | avg    29.7 | max    79.0 | signals 1205 | icon -0.036 | MI 0.005 | jsd 0.195/0.115 | sym [0.000,0.262,0.078] | sil -0.304
gen 2660 | avg    16.7 | max    43.0 | signals 673 | icon -0.040 | MI 0.001 | jsd 0.036/0.156 | sym [0.000,0.070,0.076] | sil -0.134
gen 2670 | avg    17.8 | max    53.0 | signals 776 | icon -0.037 | MI 0.000 | jsd 0.120/0.251 | sym [0.000,0.000,0.100] | sil -0.491
gen 2680 | avg    19.1 | max    51.0 | signals 739 | icon -0.046 | MI 0.004 | jsd 0.041/0.091 | sym [0.000,0.181,0.071] | sil -0.402
gen 2690 | avg    21.4 | max    62.0 | signals 869 | icon -0.044 | MI 0.002 | jsd 0.031/0.200 | sym [0.000,0.038,0.039] | sil -0.499
gen 2700 | avg    22.8 | max    65.0 | signals 853 | icon -0.047 | MI 0.007 | jsd 0.013/0.060 | sym [0.000,0.088,0.010] | sil -0.352
gen 2710 | avg    21.6 | max    57.0 | signals 826 | icon -0.040 | MI 0.005 | jsd 0.106/0.082 | sym [0.000,0.239,0.028] | sil -0.501
gen 2720 | avg    20.6 | max    61.0 | signals 818 | icon -0.046 | MI 0.014 | jsd 0.089/0.036 | sym [0.000,0.063,0.108] | sil -0.464
gen 2730 | avg    23.1 | max    54.0 | signals 819 | icon -0.011 | MI 0.005 | jsd 0.110/0.068 | sym [0.000,0.007,0.164] | sil -0.409
gen 2740 | avg    19.7 | max    71.0 | signals 725 | icon -0.030 | MI 0.000 | jsd 0.115/0.175 | sym [0.000,0.000,0.125] | sil -0.446
gen 2750 | avg    30.3 | max    89.0 | signals 1135 | icon -0.058 | MI 0.001 | jsd 0.125/0.053 | sym [0.000,0.348,0.113] | sil -0.373
gen 2760 | avg    14.8 | max    41.0 | signals 620 | icon -0.055 | MI 0.004 | jsd 0.019/0.260 | sym [0.000,0.096,0.022] | sil -0.395
gen 2770 | avg    20.4 | max    67.0 | signals 749 | icon -0.053 | MI 0.003 | jsd 0.013/0.051 | sym [0.000,0.050,0.025] | sil -0.013
gen 2780 | avg    16.4 | max    37.0 | signals 659 | icon -0.029 | MI 0.003 | jsd 0.038/0.059 | sym [0.000,0.000,0.024] | sil -0.365
gen 2790 | avg    20.6 | max    52.0 | signals 761 | icon -0.018 | MI 0.007 | jsd 0.050/0.386 | sym [0.000,0.062,0.052] | sil -0.410
gen 2800 | avg    34.6 | max    92.0 | signals 1403 | icon -0.015 | MI 0.017 | jsd 0.041/0.009 | sym [0.000,0.014,0.047] | sil -0.392
gen 2810 | avg    34.1 | max   110.0 | signals 1315 | icon -0.020 | MI 0.044 | jsd 0.067/0.055 | sym [0.000,0.082,0.071] | sil -0.246
gen 2820 | avg    16.6 | max    44.0 | signals 676 | icon -0.036 | MI 0.014 | jsd 0.131/0.383 | sym [0.000,0.004,0.068] | sil -0.469
gen 2830 | avg    30.3 | max    78.0 | signals 1246 | icon -0.013 | MI 0.011 | jsd 0.205/0.009 | sym [0.000,0.173,0.072] | sil -0.197
gen 2840 | avg    21.2 | max    58.0 | signals 800 | icon -0.030 | MI 0.045 | jsd 0.069/0.082 | sym [0.000,0.032,0.060] | sil -0.391
gen 2850 | avg    18.3 | max    55.0 | signals 659 | icon -0.038 | MI 0.024 | jsd 0.081/0.124 | sym [0.000,0.022,0.046] | sil -0.483
gen 2860 | avg    25.5 | max    72.0 | signals 1056 | icon -0.016 | MI 0.010 | jsd 0.363/0.082 | sym [0.000,0.259,0.089] | sil -0.462
gen 2870 | avg    26.2 | max    88.0 | signals 1050 | icon -0.023 | MI 0.048 | jsd 0.199/0.059 | sym [0.000,0.187,0.043] | sil -0.431
gen 2880 | avg    28.8 | max    65.0 | signals 1183 | icon -0.046 | MI 0.031 | jsd 0.421/0.004 | sym [0.000,0.198,0.047] | sil -0.185
gen 2890 | avg    20.1 | max    61.0 | signals 737 | icon -0.018 | MI 0.031 | jsd 0.386/0.003 | sym [0.000,0.257,0.144] | sil -0.267
gen 2900 | avg    17.5 | max    48.0 | signals 679 | icon -0.010 | MI 0.033 | jsd 0.243/0.093 | sym [0.000,0.072,0.020] | sil -0.361
gen 2910 | avg    33.5 | max    78.0 | signals 1259 | icon -0.014 | MI 0.032 | jsd 0.217/0.131 | sym [0.000,0.166,0.065] | sil -0.246
gen 2920 | avg    22.0 | max    67.0 | signals 777 | icon -0.033 | MI 0.051 | jsd 0.151/0.017 | sym [0.000,0.145,0.062] | sil -0.488
gen 2930 | avg    28.8 | max    65.0 | signals 1211 | icon -0.035 | MI 0.023 | jsd 0.401/0.066 | sym [0.000,0.246,0.064] | sil -0.311
gen 2940 | avg    21.2 | max    67.0 | signals 796 | icon -0.052 | MI 0.055 | jsd 0.083/0.096 | sym [0.000,0.037,0.054] | sil -0.499
gen 2950 | avg    19.1 | max    45.0 | signals 776 | icon -0.064 | MI 0.091 | jsd 0.136/0.029 | sym [0.000,0.206,0.035] | sil -0.206
gen 2960 | avg    22.6 | max    70.0 | signals 866 | icon -0.030 | MI 0.034 | jsd 0.150/0.089 | sym [0.000,0.167,0.007] | sil -0.332
gen 2970 | avg    20.2 | max    60.0 | signals 740 | icon -0.038 | MI 0.061 | jsd 0.121/0.076 | sym [0.000,0.028,0.024] | sil -0.367
gen 2980 | avg    19.9 | max    52.0 | signals 716 | icon -0.024 | MI 0.051 | jsd 0.088/0.040 | sym [0.000,0.071,0.025] | sil -0.455
gen 2990 | avg    18.5 | max    57.0 | signals 738 | icon -0.018 | MI 0.031 | jsd 0.094/0.132 | sym [0.000,0.065,0.016] | sil -0.434
gen 3000 | avg    30.6 | max    76.0 | signals 1219 | icon -0.013 | MI 0.014 | jsd 0.098/0.011 | sym [0.000,0.076,0.046] | sil -0.207
gen 3010 | avg    37.4 | max    86.0 | signals 1454 | icon -0.021 | MI 0.040 | jsd 0.247/0.013 | sym [0.000,0.251,0.045] | sil -0.312
gen 3020 | avg    26.3 | max    74.0 | signals 1033 | icon -0.028 | MI 0.013 | jsd 0.141/0.012 | sym [0.000,0.106,0.016] | sil -0.387
gen 3030 | avg    23.2 | max    56.0 | signals 962 | icon -0.060 | MI 0.127 | jsd 0.132/0.056 | sym [0.000,0.162,0.021] | sil -0.149
gen 3040 | avg    20.9 | max    48.0 | signals 733 | icon -0.044 | MI 0.051 | jsd 0.249/0.012 | sym [0.000,0.202,0.027] | sil -0.437
gen 3050 | avg    22.3 | max    73.0 | signals 922 | icon -0.050 | MI 0.069 | jsd 0.111/0.102 | sym [0.000,0.098,0.017] | sil -0.485
gen 3060 | avg    21.2 | max    66.0 | signals 717 | icon -0.025 | MI 0.090 | jsd 0.037/0.059 | sym [0.000,0.005,0.029] | sil -0.469
gen 3070 | avg    24.4 | max    64.0 | signals 931 | icon -0.033 | MI 0.023 | jsd 0.128/0.011 | sym [0.000,0.131,0.018] | sil -0.437
gen 3080 | avg    24.3 | max    63.0 | signals 897 | icon -0.049 | MI 0.055 | jsd 0.147/0.027 | sym [0.000,0.111,0.045] | sil -0.406
gen 3090 | avg    23.2 | max    51.0 | signals 785 | icon -0.032 | MI 0.065 | jsd 0.059/0.092 | sym [0.000,0.033,0.013] | sil -0.463
gen 3100 | avg    18.6 | max    46.0 | signals 703 | icon -0.021 | MI 0.096 | jsd 0.019/0.115 | sym [0.000,0.022,0.003] | sil -0.264
gen 3110 | avg    22.2 | max    55.0 | signals 806 | icon -0.033 | MI 0.103 | jsd 0.011/0.095 | sym [0.000,0.000,0.018] | sil -0.502
gen 3120 | avg    26.0 | max    72.0 | signals 1028 | icon -0.011 | MI 0.150 | jsd 0.017/0.104 | sym [0.000,0.041,0.015] | sil -0.515
gen 3130 | avg    30.6 | max    79.0 | signals 1217 | icon -0.036 | MI 0.047 | jsd 0.095/0.041 | sym [0.000,0.066,0.028] | sil -0.388
gen 3140 | avg    21.1 | max    54.0 | signals 782 | icon -0.054 | MI 0.158 | jsd 0.098/0.023 | sym [0.000,0.058,0.010] | sil -0.466
gen 3150 | avg    27.8 | max    91.0 | signals 1092 | icon -0.060 | MI 0.111 | jsd 0.142/0.084 | sym [0.000,0.108,0.060] | sil -0.370
gen 3160 | avg    19.7 | max    70.0 | signals 676 | icon -0.024 | MI 0.157 | jsd 0.028/0.061 | sym [0.000,0.003,0.008] | sil -0.309
gen 3170 | avg    23.7 | max    79.0 | signals 766 | icon -0.020 | MI 0.185 | jsd 0.021/0.018 | sym [0.000,0.012,0.003] | sil -0.509
gen 3180 | avg    35.7 | max   101.0 | signals 1412 | icon -0.040 | MI 0.106 | jsd 0.064/0.015 | sym [0.000,0.068,0.006] | sil -0.361
gen 3190 | avg    33.5 | max   105.0 | signals 1158 | icon -0.009 | MI 0.069 | jsd 0.033/0.013 | sym [0.000,0.028,0.007] | sil -0.377
gen 3200 | avg    24.8 | max    82.0 | signals 869 | icon -0.014 | MI 0.098 | jsd 0.025/0.048 | sym [0.000,0.029,0.007] | sil -0.420
gen 3210 | avg    33.1 | max   101.0 | signals 1070 | icon -0.038 | MI 0.117 | jsd 0.051/0.056 | sym [0.000,0.070,0.028] | sil -0.342
gen 3220 | avg    21.9 | max    73.0 | signals 882 | icon -0.018 | MI 0.175 | jsd 0.033/0.118 | sym [0.000,0.010,0.073] | sil -0.527
gen 3230 | avg    32.6 | max    92.0 | signals 1067 | icon -0.045 | MI 0.136 | jsd 0.029/0.064 | sym [0.000,0.031,0.016] | sil -0.473
gen 3240 | avg    21.2 | max    60.0 | signals 676 | icon -0.036 | MI 0.158 | jsd 0.101/0.010 | sym [0.000,0.054,0.023] | sil -0.485
gen 3250 | avg    40.0 | max    88.0 | signals 1550 | icon -0.011 | MI 0.081 | jsd 0.107/0.052 | sym [0.000,0.123,0.020] | sil -0.340
gen 3260 | avg    20.3 | max    66.0 | signals 663 | icon -0.048 | MI 0.130 | jsd 0.093/0.050 | sym [0.000,0.027,0.011] | sil -0.308
gen 3270 | avg    25.2 | max    72.0 | signals 892 | icon -0.027 | MI 0.100 | jsd 0.137/0.067 | sym [0.000,0.126,0.040] | sil -0.388
gen 3280 | avg    24.1 | max    61.0 | signals 889 | icon -0.031 | MI 0.075 | jsd 0.148/0.061 | sym [0.000,0.152,0.021] | sil -0.394
gen 3290 | avg    29.6 | max    83.0 | signals 1210 | icon -0.033 | MI 0.058 | jsd 0.205/0.079 | sym [0.000,0.240,0.028] | sil -0.337
gen 3300 | avg    20.8 | max    77.0 | signals 789 | icon -0.041 | MI 0.051 | jsd 0.198/0.051 | sym [0.000,0.181,0.055] | sil -0.261
gen 3310 | avg    21.5 | max    64.0 | signals 761 | icon -0.033 | MI 0.037 | jsd 0.116/0.029 | sym [0.000,0.106,0.039] | sil -0.434
gen 3320 | avg    21.8 | max    57.0 | signals 736 | icon -0.060 | MI 0.085 | jsd 0.170/0.025 | sym [0.000,0.050,0.040] | sil -0.476
gen 3330 | avg    20.5 | max    55.0 | signals 745 | icon -0.023 | MI 0.052 | jsd 0.170/0.041 | sym [0.000,0.124,0.078] | sil -0.409
gen 3340 | avg    22.1 | max    72.0 | signals 723 | icon -0.029 | MI 0.043 | jsd 0.115/0.137 | sym [0.000,0.147,0.074] | sil -0.396
gen 3350 | avg    20.6 | max    60.0 | signals 680 | icon -0.022 | MI 0.074 | jsd 0.261/0.078 | sym [0.000,0.175,0.164] | sil 0.058
gen 3360 | avg    34.9 | max   121.0 | signals 1253 | icon -0.021 | MI 0.016 | jsd 0.229/0.156 | sym [0.000,0.238,0.100] | sil -0.421
gen 3370 | avg    32.2 | max    95.0 | signals 1105 | icon -0.024 | MI 0.040 | jsd 0.173/0.058 | sym [0.000,0.164,0.079] | sil -0.364
gen 3380 | avg    23.7 | max    73.0 | signals 786 | icon -0.075 | MI 0.005 | jsd 0.187/0.040 | sym [0.000,0.132,0.110] | sil 0.069
gen 3390 | avg    20.9 | max    66.0 | signals 755 | icon -0.025 | MI 0.014 | jsd 0.200/0.073 | sym [0.000,0.104,0.082] | sil -0.371
gen 3400 | avg    30.3 | max   111.0 | signals 923 | icon -0.029 | MI 0.013 | jsd 0.283/0.089 | sym [0.000,0.188,0.208] | sil -0.475
gen 3410 | avg    23.7 | max    69.0 | signals 817 | icon -0.032 | MI 0.013 | jsd 0.124/0.053 | sym [0.000,0.055,0.090] | sil -0.536
gen 3420 | avg    19.9 | max    63.0 | signals 697 | icon -0.027 | MI 0.015 | jsd 0.118/0.089 | sym [0.000,0.041,0.087] | sil -0.421
gen 3430 | avg    25.2 | max    61.0 | signals 792 | icon -0.043 | MI 0.023 | jsd 0.099/0.051 | sym [0.000,0.095,0.057] | sil -0.503
gen 3440 | avg    30.1 | max    83.0 | signals 1053 | icon -0.024 | MI 0.006 | jsd 0.150/0.052 | sym [0.000,0.068,0.088] | sil -0.343
gen 3450 | avg    32.4 | max   108.0 | signals 1177 | icon -0.025 | MI 0.014 | jsd 0.271/0.105 | sym [0.000,0.081,0.259] | sil -0.408
